seq_no,piece,PC,resolveDir
106365,0,3395804,1,
106382,0,3395884,1,
106306,0,3924180,1,
106347,0,3395696,0,
106364,0,3395800,0,
106396,0,3399620,0,
106376,0,3395860,0,
106398,0,3399628,0,
106391,0,3399268,1,
106393,0,3399316,1,
106435,0,3401124,1,
106389,0,3396188,1,
106426,0,3400280,0,
106353,0,3395716,1,
106370,0,3395836,0,
106363,0,3395764,1,
106401,0,3399640,1,
106414,0,3399916,0,
106436,0,3401272,1,
106467,0,3923212,1,
106470,0,3923236,0,
106413,0,3399912,0,
106429,0,3400292,1,
106456,0,3923172,0,
106421,0,3399944,1,
106543,0,3924692,0,
106434,0,3401120,0,
106458,0,3923180,0,
106462,0,3923196,0,
106487,0,3902260,1,
106499,0,3902668,1,
106551,0,3925268,0,
106552,0,3925272,0,
106554,0,3925280,1,
106509,0,3923672,0,
106511,0,3923524,1,
106549,0,3925160,1,
106600,0,3926220,1,
106498,0,3902316,1,
106530,0,3924360,0,
106514,0,3923592,1,
106536,0,3924384,1,
106540,0,3924680,0,
106518,0,3923644,1,
106577,0,3289204,0,
106604,0,3926284,0,
106588,0,3289372,1,
106578,0,3289208,1,
106614,0,3926492,1,
106640,0,4316164,1,
106601,0,3926272,0,
106582,0,3289348,0,
106586,0,3289364,0,
106669,0,3919076,1,
106665,0,3918932,1,
105711,0,4258400,1,
106688,0,3919496,0,
106694,0,3919520,1,
106701,0,3919616,1,
106681,0,3919428,1,
106718,0,3919736,1,
106682,0,3919452,0,
106692,0,3919512,0,
106703,0,3919572,1,
106713,0,3919584,1,
106715,0,3919692,1,
106710,0,3919648,1,
106769,0,4241120,0,
106779,0,4241160,0,
106760,0,4240524,0,
106765,0,4240544,0,
106853,0,4242184,1,
106782,0,4241172,1,
106773,0,4241136,0,
106836,0,4241896,0,
106843,0,4241924,0,
106799,0,4241344,0,
106851,0,4242100,1,
106792,0,4241316,0,
106889,0,4242452,0,
106829,0,4241456,1,
106879,0,4242368,1,
106882,0,4242424,0,
106894,0,4243296,0,
106908,0,4243344,1,
106935,0,4253228,1,
107028,0,4253860,0,
106982,0,4253616,1,
106958,0,4253352,1,
107059,0,4254024,0,
107079,0,4253860,0,
107055,0,4254004,0,
107071,0,4258440,0,
107110,0,4254024,0,
107106,0,4254004,0,
107124,0,4269236,1,
107125,0,4269360,1,
107134,0,4278320,1,
107133,0,4277992,1,
107151,0,4243404,1,
107131,0,4277824,1,
107153,0,4243628,1,
107175,0,4316864,0,
107156,0,4243648,0,
107183,0,4316896,0,
107218,0,4322868,0,
107248,0,4243672,1,
107199,0,4316976,0,
107204,0,4316992,1,
107210,0,4317032,0,
107271,0,4316864,0,
107227,0,4316940,1,
107252,0,4245060,0,
107279,0,4316896,0,
107221,0,4322880,0,
107295,0,4316976,0,
107300,0,4316992,0,
107304,0,4317004,1,
107310,0,4317032,0,
107383,0,3919912,1,
107348,0,4316940,1,
107367,0,4245076,1,
107329,0,4252976,1,
107330,0,4252984,1,
107386,0,3920844,0,
107394,0,3920968,0,
107392,0,3920956,1,
107338,0,4253132,1,
107417,0,4316164,1,
107428,0,3909720,0,
107430,0,3909728,0,
107442,0,3909776,1,
107444,0,3909876,0,
107467,0,4316164,1,
107441,0,3909772,0,
107448,0,3909892,1,
107447,0,3909888,0,
107496,0,4316164,1,
107483,0,3711692,0,
107485,0,3711700,1,
107513,0,3896788,1,
107518,0,3896844,0,
107544,0,4316164,1,
107606,0,4316164,1,
107521,0,3896856,1,
107531,0,3897104,1,
107529,0,3897056,1,
107637,0,3899576,1,
107641,0,3899696,0,
107662,0,4316164,1,
107560,0,3909428,0,
107576,0,3909492,0,
107594,0,3909668,0,
107567,0,3909456,0,
107583,0,3909520,1,
107651,0,3899736,1,
107770,0,3395752,0,
107775,0,3395804,1,
107731,0,3925036,1,
107792,0,3395884,1,
107704,0,3923128,0,
107708,0,3923236,0,
107774,0,3395800,0,
107806,0,3399620,0,
107716,0,3924180,1,
107845,0,3401124,1,
107757,0,3395696,0,
107836,0,3400280,0,
107786,0,3395860,0,
107808,0,3399628,0,
107803,0,3399316,1,
107877,0,3923212,1,
107780,0,3395836,0,
107801,0,3399268,1,
107799,0,3396188,1,
107811,0,3399640,1,
107880,0,3923236,0,
107763,0,3395716,1,
107773,0,3395764,1,
107846,0,3401272,1,
107824,0,3399916,0,
107823,0,3399912,0,
107953,0,3924692,0,
107839,0,3400292,1,
107866,0,3923172,0,
107831,0,3399944,1,
107844,0,3401120,0,
107961,0,3925268,0,
107962,0,3925272,0,
107964,0,3925280,1,
107868,0,3923180,0,
107959,0,3925160,1,
108010,0,3926220,1,
107872,0,3923196,0,
107940,0,3924360,0,
107897,0,3902260,1,
107909,0,3902668,1,
107919,0,3923672,0,
107921,0,3923524,1,
107946,0,3924384,1,
107950,0,3924680,0,
107908,0,3902316,1,
107988,0,3289208,1,
108024,0,3926492,1,
108050,0,4316164,1,
107924,0,3923592,1,
107928,0,3923644,1,
107987,0,3289204,0,
108014,0,3926284,0,
107998,0,3289372,1,
108079,0,3919076,1,
108011,0,3926272,0,
108075,0,3918932,1,
107992,0,3289348,0,
107996,0,3289364,0,
107121,0,4258400,1,
108098,0,3919496,0,
108104,0,3919520,1,
108111,0,3919616,1,
108091,0,3919428,1,
108128,0,3919736,1,
108092,0,3919452,0,
108102,0,3919512,0,
108113,0,3919572,1,
108123,0,3919584,1,
108125,0,3919692,1,
108120,0,3919648,1,
108179,0,4241120,0,
108189,0,4241160,0,
108170,0,4240524,0,
108175,0,4240544,0,
108263,0,4242184,1,
108192,0,4241172,1,
108183,0,4241136,0,
108246,0,4241896,0,
108253,0,4241924,0,
108209,0,4241344,0,
108261,0,4242100,1,
108202,0,4241316,0,
108299,0,4242452,0,
108239,0,4241456,1,
108289,0,4242368,1,
108292,0,4242424,0,
108304,0,4243296,0,
108318,0,4243344,1,
108345,0,4253228,1,
108438,0,4253860,0,
108392,0,4253616,1,
108368,0,4253352,1,
108469,0,4254024,0,
108489,0,4253860,0,
108465,0,4254004,0,
108481,0,4258440,0,
108520,0,4254024,0,
108516,0,4254004,0,
108534,0,4269236,1,
108535,0,4269360,1,
108544,0,4278320,1,
108543,0,4277992,1,
108561,0,4243404,1,
108541,0,4277824,1,
108563,0,4243628,1,
108585,0,4316864,0,
108566,0,4243648,0,
108593,0,4316896,0,
108628,0,4322868,0,
108658,0,4243672,1,
108609,0,4316976,0,
108614,0,4316992,1,
108620,0,4317032,0,
108681,0,4316864,0,
108637,0,4316940,1,
108662,0,4245060,0,
108689,0,4316896,0,
108631,0,4322880,0,
108705,0,4316976,0,
108710,0,4316992,0,
108714,0,4317004,1,
108720,0,4317032,0,
108793,0,3919912,1,
108758,0,4316940,1,
108777,0,4245076,1,
108739,0,4252976,1,
108740,0,4252984,1,
108796,0,3920844,0,
108804,0,3920968,0,
108802,0,3920956,1,
108748,0,4253132,1,
108827,0,4316164,1,
108838,0,3909720,0,
108840,0,3909728,0,
108852,0,3909776,1,
108854,0,3909876,0,
108877,0,4316164,1,
108851,0,3909772,0,
108858,0,3909892,1,
108857,0,3909888,0,
108906,0,4316164,1,
108893,0,3711692,0,
108895,0,3711700,1,
108923,0,3896788,1,
108531,0,4258400,1,
108928,0,3896844,0,
108954,0,4316164,1,
109016,0,4316164,1,
108931,0,3896856,1,
108941,0,3897104,1,
108939,0,3897056,1,
109047,0,3899576,1,
109051,0,3899696,0,
109072,0,4316164,1,
108970,0,3909428,0,
108986,0,3909492,0,
109004,0,3909668,0,
108977,0,3909456,0,
108993,0,3909520,1,
109061,0,3899736,1,
109180,0,3395752,0,
109185,0,3395804,1,
109141,0,3925036,1,
109202,0,3395884,1,
109114,0,3923128,0,
109118,0,3923236,0,
109184,0,3395800,0,
109216,0,3399620,0,
109126,0,3924180,1,
109255,0,3401124,1,
109167,0,3395696,0,
109246,0,3400280,0,
109196,0,3395860,0,
109218,0,3399628,0,
109213,0,3399316,1,
109190,0,3395836,0,
109211,0,3399268,1,
109209,0,3396188,1,
109221,0,3399640,1,
109287,0,3923212,1,
109173,0,3395716,1,
109183,0,3395764,1,
109256,0,3401272,1,
109290,0,3923236,0,
109234,0,3399916,0,
109233,0,3399912,0,
109363,0,3924692,0,
109249,0,3400292,1,
109276,0,3923172,0,
109241,0,3399944,1,
109254,0,3401120,0,
109278,0,3923180,0,
109420,0,3926220,1,
109282,0,3923196,0,
109371,0,3925268,0,
109372,0,3925272,0,
109374,0,3925280,1,
109350,0,3924360,0,
109369,0,3925160,1,
109307,0,3902260,1,
109319,0,3902668,1,
109329,0,3923672,0,
109331,0,3923524,1,
109318,0,3902316,1,
109356,0,3924384,1,
109360,0,3924680,0,
109434,0,3926492,1,
109334,0,3923592,1,
109398,0,3289208,1,
109460,0,4316164,1,
109338,0,3923644,1,
109397,0,3289204,0,
109424,0,3926284,0,
109408,0,3289372,1,
109421,0,3926272,0,
109514,0,3919520,1,
109489,0,3919076,1,
109521,0,3919616,1,
109485,0,3918932,1,
109538,0,3919736,1,
109402,0,3289348,0,
109406,0,3289364,0,
109599,0,4241160,0,
109501,0,3919428,1,
109512,0,3919512,0,
109523,0,3919572,1,
109533,0,3919584,1,
109508,0,3919496,0,
109580,0,4240524,0,
109530,0,3919648,1,
109585,0,4240544,0,
109673,0,4242184,1,
109502,0,3919452,0,
109602,0,4241172,1,
109589,0,4241120,0,
109656,0,4241896,0,
109535,0,3919692,1,
109663,0,4241924,0,
109619,0,4241344,0,
109671,0,4242100,1,
109593,0,4241136,0,
109612,0,4241316,0,
109709,0,4242452,0,
109649,0,4241456,1,
109699,0,4242368,1,
109702,0,4242424,0,
109714,0,4243296,0,
109728,0,4243344,1,
109755,0,4253228,1,
109848,0,4253860,0,
109802,0,4253616,1,
109778,0,4253352,1,
109879,0,4254024,0,
109899,0,4253860,0,
109875,0,4254004,0,
109891,0,4258440,0,
109930,0,4254024,0,
109926,0,4254004,0,
109944,0,4269236,1,
109945,0,4269360,1,
109954,0,4278320,1,
109953,0,4277992,1,
109971,0,4243404,1,
109951,0,4277824,1,
109973,0,4243628,1,
109995,0,4316864,0,
109976,0,4243648,0,
110003,0,4316896,0,
110038,0,4322868,0,
110068,0,4243672,1,
110019,0,4316976,0,
110024,0,4316992,1,
110030,0,4317032,0,
110091,0,4316864,0,
110047,0,4316940,1,
110072,0,4245060,0,
110099,0,4316896,0,
110041,0,4322880,0,
110115,0,4316976,0,
110120,0,4316992,0,
110124,0,4317004,1,
110130,0,4317032,0,
110203,0,3919912,1,
110168,0,4316940,1,
110187,0,4245076,1,
110149,0,4252976,1,
110150,0,4252984,1,
110206,0,3920844,0,
110214,0,3920968,0,
110212,0,3920956,1,
110158,0,4253132,1,
110237,0,4316164,1,
110248,0,3909720,0,
110250,0,3909728,0,
110262,0,3909776,1,
110264,0,3909876,0,
110287,0,4316164,1,
110261,0,3909772,0,
110268,0,3909892,1,
110267,0,3909888,0,
110316,0,4316164,1,
110303,0,3711692,0,
110305,0,3711700,1,
110333,0,3896788,1,
110338,0,3896844,0,
110364,0,4316164,1,
110426,0,4316164,1,
110341,0,3896856,1,
110351,0,3897104,1,
110349,0,3897056,1,
110457,0,3899576,1,
110461,0,3899696,0,
110482,0,4316164,1,
110380,0,3909428,0,
110396,0,3909492,0,
110414,0,3909668,0,
110387,0,3909456,0,
110403,0,3909520,1,
110471,0,3899736,1,
110590,0,3395752,0,
110595,0,3395804,1,
110551,0,3925036,1,
110612,0,3395884,1,
110524,0,3923128,0,
110528,0,3923236,0,
110594,0,3395800,0,
110626,0,3399620,0,
110536,0,3924180,1,
110665,0,3401124,1,
110577,0,3395696,0,
110656,0,3400280,0,
110606,0,3395860,0,
110628,0,3399628,0,
110623,0,3399316,1,
110697,0,3923212,1,
110600,0,3395836,0,
110621,0,3399268,1,
110619,0,3396188,1,
110631,0,3399640,1,
110700,0,3923236,0,
110583,0,3395716,1,
110593,0,3395764,1,
110666,0,3401272,1,
110644,0,3399916,0,
110643,0,3399912,0,
110773,0,3924692,0,
110659,0,3400292,1,
110686,0,3923172,0,
110651,0,3399944,1,
110664,0,3401120,0,
110781,0,3925268,0,
110782,0,3925272,0,
110784,0,3925280,1,
110688,0,3923180,0,
110779,0,3925160,1,
110830,0,3926220,1,
110692,0,3923196,0,
110760,0,3924360,0,
110717,0,3902260,1,
110729,0,3902668,1,
110739,0,3923672,0,
110741,0,3923524,1,
110766,0,3924384,1,
110770,0,3924680,0,
110728,0,3902316,1,
110808,0,3289208,1,
110844,0,3926492,1,
110870,0,4316164,1,
110744,0,3923592,1,
110748,0,3923644,1,
110807,0,3289204,0,
110834,0,3926284,0,
110818,0,3289372,1,
110899,0,3919076,1,
110831,0,3926272,0,
110895,0,3918932,1,
110812,0,3289348,0,
110816,0,3289364,0,
109941,0,4258400,1,
110918,0,3919496,0,
110924,0,3919520,1,
110931,0,3919616,1,
110911,0,3919428,1,
110948,0,3919736,1,
110912,0,3919452,0,
110922,0,3919512,0,
110933,0,3919572,1,
110943,0,3919584,1,
110945,0,3919692,1,
110940,0,3919648,1,
110999,0,4241120,0,
111009,0,4241160,0,
110990,0,4240524,0,
110995,0,4240544,0,
111083,0,4242184,1,
111012,0,4241172,1,
111003,0,4241136,0,
111066,0,4241896,0,
111073,0,4241924,0,
111029,0,4241344,0,
111081,0,4242100,1,
111022,0,4241316,0,
111119,0,4242452,0,
111059,0,4241456,1,
111109,0,4242368,1,
111112,0,4242424,0,
111124,0,4243296,0,
111138,0,4243344,1,
111165,0,4253228,1,
111258,0,4253860,0,
111212,0,4253616,1,
111188,0,4253352,1,
111289,0,4254024,0,
111309,0,4253860,0,
111285,0,4254004,0,
111301,0,4258440,0,
111340,0,4254024,0,
111336,0,4254004,0,
111351,0,4258400,0,
111354,0,4258412,0,
111362,0,4253860,0,
111401,0,4257392,0,
111408,0,4257420,0,
111393,0,4254024,0,
111389,0,4254004,0,
111405,0,4257408,0,
111412,0,4278384,1,
111422,0,4278320,0,
111421,0,4277992,1,
111418,0,4278472,0,
111442,0,4243404,0,
111446,0,4243420,1,
111448,0,4243448,1,
111452,0,4243468,0,
111470,0,4316864,0,
111478,0,4316896,0,
111513,0,4322868,0,
111494,0,4316976,0,
111499,0,4316992,1,
111505,0,4317032,0,
111522,0,4316940,0,
111516,0,4322880,0,
111531,0,4316976,0,
111536,0,4316992,0,
111540,0,4317004,1,
111546,0,4317032,0,
111584,0,4316940,1,
111565,0,4252976,1,
111566,0,4252984,1,
111574,0,4253132,1,
111605,0,4243836,0,
111626,0,4252108,1,
111604,0,4243484,1,
111704,0,4338080,1,
111630,0,4252244,1,
111641,0,4252336,0,
111633,0,4252304,0,
111681,0,4337992,0,
111653,0,4252384,0,
111658,0,4252404,0,
111678,0,4337980,0,
111684,0,4338004,0,
111649,0,4252368,0,
111638,0,4252324,0,
111691,0,4338028,0,
111708,0,4338124,0,
111710,0,4338132,0,
111695,0,4338044,0,
111716,0,4338156,1,
111717,0,4338364,1,
111719,0,4338416,1,
111752,0,4410468,0,
111736,0,4252424,1,
111758,0,4410492,1,
111760,0,4410664,1,
111763,0,4410680,1,
111765,0,4410700,1,
111829,0,3919912,0,
111768,0,4410780,0,
111841,0,3919956,0,
111844,0,3919968,1,
111848,0,3920048,1,
111847,0,3920044,0,
111856,0,3921044,1,
111851,0,3920320,1,
111880,0,4316164,1,
111891,0,3909720,0,
111927,0,4316164,1,
111893,0,3909728,0,
111905,0,3909776,1,
111907,0,3909876,0,
111904,0,3909772,0,
111911,0,3909892,0,
111910,0,3909888,0,
111915,0,3909908,1,
111987,0,3840524,0,
111989,0,3840532,1,
112009,0,3845184,1,
112013,0,3845244,1,
112074,0,4316976,0,
112079,0,4316992,0,
112083,0,4317004,1,
112089,0,4317032,0,
112129,0,4316164,1,
112026,0,3845380,1,
112032,0,3845420,0,
112050,0,4316864,0,
112058,0,4316896,0,
112100,0,4316940,1,
112165,0,3896612,1,
112176,0,4316164,1,
112198,0,3896844,0,
112224,0,4316164,1,
112286,0,4316164,1,
112193,0,3896788,1,
112201,0,3896856,1,
112211,0,3897104,1,
112209,0,3897056,1,
112322,0,3896612,1,
112333,0,4316164,1,
112240,0,3909428,0,
112256,0,3909492,0,
112274,0,3909668,0,
112247,0,3909456,0,
112263,0,3909520,1,
112402,0,3925036,0,
112375,0,3923128,0,
112379,0,3923236,0,
112387,0,3924180,1,
112444,0,3395696,0,
112461,0,3395800,0,
112462,0,3395804,1,
112409,0,3925244,0,
112410,0,3925248,0,
112412,0,3925256,1,
112407,0,3925056,1,
112450,0,3395716,1,
112473,0,3395860,0,
112460,0,3395764,1,
112490,0,3399316,1,
112493,0,3399620,0,
112457,0,3395752,0,
112467,0,3395836,0,
112479,0,3395884,1,
112486,0,3396188,1,
112488,0,3399268,1,
112495,0,3399628,0,
112523,0,3400280,1,
112511,0,3399916,0,
112498,0,3399640,1,
112510,0,3399912,0,
112518,0,3399944,1,
112528,0,3400948,1,
112529,0,3401272,1,
112552,0,3925752,1,
112555,0,3925888,0,
112560,0,3925908,1,
112569,0,3926492,1,
112595,0,4316164,1,
112619,0,3912976,1,
112629,0,3913152,1,
112631,0,3913172,1,
112634,0,3913216,1,
112636,0,3913268,0,
112646,0,3913748,0,
112639,0,3913280,1,
112642,0,3913492,0,
112644,0,3913500,1,
112648,0,3913756,0,
112650,0,3913764,1,
112656,0,3913880,0,
112702,0,4385636,1,
112674,0,4385412,1,
112693,0,4385532,1,
112677,0,4385440,0,
112710,0,3913908,0,
112732,0,4316164,1,
112747,0,3896428,1,
112761,0,4316164,1,
112777,0,3745016,0,
112796,0,3745116,1,
112803,0,3745228,1,
112795,0,3745088,1,
112802,0,3745172,1,
112849,0,4385636,1,
112872,0,4316164,1,
112821,0,4385412,1,
112840,0,4385532,1,
112824,0,4385440,0,
112888,0,3901968,1,
112857,0,3745288,1,
112898,0,3902036,0,
112902,0,3902052,0,
112908,0,3902076,0,
112926,0,3902188,1,
112922,0,3902132,1,
112936,0,4316164,1,
112965,0,3898068,1,
112966,0,3898156,1,
112973,0,3899124,0,
112991,0,4341396,0,
112971,0,3898996,1,
112998,0,4341420,0,
113003,0,4341440,1,
113025,0,4341600,1,
113010,0,4341480,0,
113013,0,4341492,0,
113029,0,4342052,0,
113033,0,4343808,1,
113032,0,4342064,1,
113038,0,4343840,1,
113047,0,4343888,1,
113061,0,3899148,1,
113080,0,4316164,1,
113116,0,3896612,1,
113127,0,4316164,1,
113156,0,4316164,1,
113182,0,3902036,0,
113142,0,3896428,1,
113172,0,3901968,1,
113189,0,3902188,1,
113186,0,3902052,1,
113199,0,4316164,1,
113228,0,3898068,1,
113229,0,3898156,1,
113236,0,3899124,0,
113254,0,4341396,0,
113234,0,3898996,1,
113261,0,4341420,0,
113266,0,4341440,1,
113288,0,4341600,1,
113273,0,4341480,0,
113276,0,4341492,0,
113292,0,4342052,0,
113296,0,4343808,1,
113295,0,4342064,1,
113301,0,4343840,1,
113310,0,4343888,1,
113324,0,3899148,1,
113343,0,4316164,1,
113379,0,3896612,1,
113390,0,4316164,1,
113418,0,3844476,1,
113441,0,3844612,1,
113447,0,3844684,1,
113411,0,3844308,1,
113459,0,3844776,0,
113506,0,4316164,1,
113523,0,3896788,1,
113528,0,3896844,0,
113554,0,4316164,1,
113570,0,3901968,1,
113580,0,3902036,1,
113590,0,4316164,1,
113531,0,3896856,1,
113541,0,3897104,1,
113539,0,3897056,1,
113617,0,3746296,1,
113639,0,4316164,1,
113612,0,3746240,1,
113611,0,3746212,1,
113691,0,4316164,1,
113679,0,3897876,0,
113708,0,3896788,1,
113713,0,3896844,0,
113739,0,4316164,1,
113651,0,3897744,0,
113663,0,3897792,1,
113665,0,3897912,0,
113755,0,3901968,1,
113662,0,3897788,0,
113669,0,3897928,0,
113716,0,3896856,1,
113726,0,3897104,1,
113668,0,3897924,0,
113673,0,3897944,1,
113724,0,3897056,1,
113765,0,3902036,1,
113775,0,4316164,1,
113824,0,4316164,1,
113802,0,3746296,1,
113797,0,3746240,1,
113876,0,4316164,1,
113796,0,3746212,1,
113864,0,3897876,0,
113984,0,3395752,0,
113989,0,3395804,1,
114006,0,3395884,1,
113945,0,3925036,1,
113836,0,3897744,0,
113848,0,3897792,1,
113850,0,3897912,0,
113918,0,3923128,0,
113922,0,3923236,0,
113847,0,3897788,0,
113854,0,3897928,0,
113853,0,3897924,0,
113858,0,3897944,1,
113988,0,3395800,0,
114020,0,3399620,0,
114059,0,3401124,1,
113930,0,3924180,1,
114050,0,3400280,0,
113971,0,3395696,0,
114000,0,3395860,0,
114022,0,3399628,0,
114017,0,3399316,1,
113994,0,3395836,0,
114015,0,3399268,1,
114091,0,3923212,1,
114013,0,3396188,1,
114025,0,3399640,1,
113977,0,3395716,1,
114094,0,3923236,0,
113987,0,3395764,1,
114060,0,3401272,1,
114038,0,3399916,0,
114167,0,3924692,0,
114037,0,3399912,0,
114053,0,3400292,1,
114080,0,3923172,0,
114045,0,3399944,1,
114058,0,3401120,0,
114224,0,3926220,1,
114082,0,3923180,0,
114175,0,3925268,0,
114176,0,3925272,0,
114178,0,3925280,1,
114086,0,3923196,0,
114154,0,3924360,0,
114173,0,3925160,1,
114111,0,3902260,1,
114123,0,3902668,1,
114133,0,3923672,0,
114135,0,3923524,1,
114160,0,3924384,1,
114164,0,3924680,0,
114122,0,3902316,1,
114238,0,3926492,1,
114138,0,3923592,1,
114202,0,3289208,1,
114264,0,4316164,1,
114142,0,3923644,1,
114201,0,3289204,0,
114228,0,3926284,0,
114212,0,3289372,1,
114372,0,3395752,0,
114377,0,3395804,1,
114225,0,3926272,0,
114394,0,3395884,1,
114206,0,3289348,0,
114210,0,3289364,0,
114333,0,3925036,1,
114306,0,3923128,0,
114310,0,3923236,0,
114447,0,3401124,1,
114438,0,3400280,0,
114376,0,3395800,0,
114408,0,3399620,0,
114318,0,3924180,1,
114359,0,3395696,0,
114479,0,3923212,1,
114388,0,3395860,0,
114410,0,3399628,0,
114405,0,3399316,1,
114482,0,3923236,0,
114382,0,3395836,0,
114403,0,3399268,1,
114401,0,3396188,1,
114413,0,3399640,1,
114365,0,3395716,1,
114375,0,3395764,1,
114448,0,3401272,1,
114426,0,3399916,0,
114555,0,3924692,0,
114425,0,3399912,0,
114441,0,3400292,1,
114468,0,3923172,0,
114433,0,3399944,1,
114612,0,3926220,1,
114446,0,3401120,0,
114563,0,3925268,0,
114564,0,3925272,0,
114566,0,3925280,1,
114542,0,3924360,0,
114561,0,3925160,1,
114470,0,3923180,0,
114474,0,3923196,0,
114499,0,3902260,1,
114511,0,3902668,1,
114548,0,3924384,1,
114552,0,3924680,0,
114521,0,3923672,0,
114523,0,3923524,1,
114626,0,3926492,1,
114510,0,3902316,1,
114590,0,3289208,1,
114652,0,4316164,1,
114526,0,3923592,1,
114692,0,4413520,0,
114530,0,3923644,1,
114589,0,3289204,0,
114616,0,3926284,0,
114600,0,3289372,1,
114613,0,3926272,0,
114594,0,3289348,0,
114598,0,3289364,0,
114698,0,4414076,0,
114694,0,4413528,1,
114673,0,3737560,1,
114703,0,4414096,1,
114707,0,4413616,0,
114713,0,4413640,1,
114714,0,4413680,0,
114720,0,4414152,1,
114718,0,4413696,1,
114753,0,4316164,1,
114765,0,3897744,0,
114776,0,3897788,0,
114777,0,3897792,1,
114779,0,3897912,0,
114783,0,3897928,1,
114782,0,3897924,0,
114793,0,4316164,1,
114853,0,3840524,0,
114855,0,3840532,1,
114875,0,3845184,1,
114879,0,3845244,1,
114892,0,3845380,1,
114898,0,3845420,0,
114916,0,4316864,0,
114924,0,4316896,0,
114940,0,4316976,0,
114945,0,4316992,0,
114949,0,4317004,1,
114955,0,4317032,0,
114995,0,4316164,1,
114966,0,4316940,1,
115031,0,3896612,1,
115042,0,4316164,1,
115059,0,3896788,1,
115064,0,3896844,0,
115090,0,4316164,1,
115106,0,3901968,1,
115067,0,3896856,1,
115077,0,3897104,1,
115075,0,3897056,1,
115116,0,3902036,1,
115126,0,4316164,1,
115153,0,3746088,1,
115175,0,4316164,1,
115148,0,3746032,1,
115147,0,3746004,1,
115186,0,3909720,0,
115188,0,3909728,0,
115200,0,3909776,1,
115199,0,3909772,0,
115202,0,3909876,0,
115206,0,3909892,1,
115205,0,3909888,0,
115225,0,4316164,1,
115247,0,3896844,0,
115273,0,4316164,1,
115242,0,3896788,1,
115289,0,3901968,1,
115299,0,3902036,1,
115309,0,4316164,1,
115250,0,3896856,1,
115260,0,3897104,1,
115258,0,3897056,1,
115358,0,4316164,1,
115336,0,3746088,1,
115331,0,3746032,1,
115330,0,3746004,1,
115370,0,3897744,0,
115382,0,3897792,1,
115384,0,3897912,0,
115381,0,3897788,0,
115388,0,3897928,1,
115387,0,3897924,0,
115398,0,4316164,1,
115434,0,3896612,1,
115445,0,4316164,1,
115461,0,3901968,1,
115471,0,3902036,1,
115481,0,4316164,1,
115522,0,4316164,1,
115553,0,3899576,1,
115493,0,3897744,0,
115505,0,3897792,0,
115508,0,3897804,0,
115512,0,3897820,1,
115557,0,3899696,0,
115507,0,3897800,0,
115504,0,3897788,0,
115511,0,3897816,0,
115567,0,3899736,0,
115585,0,4316864,0,
115593,0,4316896,0,
115609,0,4316976,1,
115612,0,4317032,0,
115640,0,4317432,1,
115636,0,4317260,1,
115643,0,4318440,0,
115661,0,4317228,1,
115669,0,4316940,1,
115698,0,4316164,1,
115720,0,3926736,1,
115731,0,3926812,0,
115734,0,3926824,0,
115753,0,3926996,1,
115740,0,3926872,1,
115756,0,3927512,0,
115766,0,3927660,0,
115779,0,3927708,1,
115750,0,3926984,0,
115761,0,3927568,1,
115767,0,3927664,0,
115782,0,3927932,0,
115806,0,4316164,1,
115818,0,3897744,0,
115830,0,3897792,1,
115832,0,3897912,0,
115858,0,4316164,1,
115846,0,3897876,0,
115829,0,3897788,0,
115836,0,3897928,0,
115835,0,3897924,0,
115840,0,3897944,1,
115894,0,3896612,1,
115905,0,4316164,1,
115921,0,3901968,1,
115931,0,3902036,1,
115941,0,4316164,1,
115956,0,3896428,1,
115970,0,4316164,1,
116010,0,4413520,0,
116021,0,4414096,1,
116012,0,4413528,1,
116025,0,4413616,0,
116032,0,4413680,1,
116067,0,4316164,1,
116079,0,3897744,0,
116091,0,3897792,1,
116093,0,3897912,0,
116107,0,4316164,1,
116090,0,3897788,0,
116097,0,3897928,1,
116096,0,3897924,0,
116143,0,3896612,1,
116154,0,4316164,1,
